country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Luxembourg,2021,LUX,639330,,-2.976,-0.049,2476.41,1.583,610.014,0.39,31.707,3.659,186.992,9.471,0.042,765.528,0.489,0,0,,,,,0,1.131,6.95,1.23,2.842,6.857,2.777,67687.906,,7.719,2.786,375.393,0.24,60810.02,38.878,19.512,89.839,7.812,0.564,7.79,265.903,0.17,12184.329,,,,,13.821,18.001,0.23,16.604,0.039,0.279,172.055,0.11,437.165,8.943,0.646,-1.339,-0.009,4.397,1548.496,0.99,6877.882,80.488,10.161,5.72,82.302,,0,0,0,0,0,0,0,7.668,2.179,30.598,109.49,0.07,47860.164,,,,,5.691,70.707,1.241,0.39,0,4.386,0.052,610.014,0,1940.393,31.707,0,2.867,1923.889,43.275,-1.339,-0.009,4.397,1548.496,0.99,6877.882,80.488,10.161,11.737,0.048,0.471,281.545,0.18,737.481,14.634,1.09,-10.487,-0.1,0.822,484.883,0.31,1286.433,25.203,1.901
Luxembourg,2022,LUX,647601,,-6.18,-0.098,2293.701,1.485,571.339,0.37,32.743,3.802,168.142,5.098,0.025,794.276,0.514,0,0,,,,,0,1.316,6.64,1.13,2.892,-9.711,-4.202,60334.328,,-10.404,-4.045,247.066,0.16,53787.578,34.833,14.159,89.149,-21.405,-1.667,6.122,138.974,0.09,9453.912,,,,,7.965,15.669,0.19,-35.292,-0.099,0.18,92.65,0.06,278.25,5.31,0.461,-4.324,-0.158,4.24,1497.836,0.97,6546.746,85.841,10.851,5.51,82.982,,0,0,0,0,0,0,0,-7.851,-2.402,28.196,108.091,0.07,43539.391,,,,,6.195,72.164,1.137,0.37,0,-8.357,-0.104,571.339,0,1755.519,32.743,0,2.91,1744.902,39.073,-4.324,-0.158,4.24,1497.836,0.97,6546.746,85.841,10.851,20.19,0.093,0.565,339.715,0.22,871.864,19.469,1.445,6.483,0.05,0.873,494.131,0.32,1347.412,28.319,2.233
Macao,2020,MAC,676287,,,,,,0,0,0,,482.143,,,,,0,0,,,,,0,,5.41,0.56,,-8.607,-1.315,20649.154,,,,828.051,0.56,,,100,,,,,828.051,0.56,,,,,,100,,0.27,,,,0,0,,0,,,,,0,0,,0,,4.85,89.649,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,828.051,13.965,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Macao,2021,MAC,686616,,,,,,0,0,0,,491.525,,,,,0,0,,,,,0,,5.78,0.59,,5.217,0.729,21399.566,,,,859.287,0.59,,,100,,,,,859.287,0.59,,,,,,100,,0.29,,,,0,0,,0,,,,,0,0,,0,,5.19,89.792,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,859.287,14.693,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Madagascar,2020,MDG,28225182,,,,,,0,0,0,,487.31,,,,,8.857,0.25,,,,,12.69,,1.97,1.97,,-32.408,-6.056,447.504,,,,45.704,1.29,,,65.482,,,,,0,0,,,,,,0,,0.96,,,,23.383,0.66,,33.503,,,,,24.092,0.68,,34.518,,0,0,,,,0,0,,0,,,,,36.847,1.04,,,,,,52.792,,,0,0,,,0,0,,0,0,,69.796,12.631,,,,24.092,0.68,,34.518,,,,,0.709,0.02,,1.015,,,,,0,0,,0,
Madagascar,2021,MDG,28915652,,,,,,0,0,0,,483.254,,,,,8.992,0.26,,,,,12.44,,2.09,2.09,,16.214,2.048,507.644,,,,47.379,1.37,,,65.55,,,,,0,0,,,,,,0,,1.01,,,,24.208,0.7,,33.493,,,,,24.9,0.72,,34.45,,0,0,,,,0,0,,0,,,,,38.388,1.11,,,,,,53.11,,,0,0,,,0,0,,0,0,,72.279,14.679,,,,24.9,0.72,,34.45,,,,,0.692,0.02,,0.957,,,,,0,0,,0,
Malawi,2020,MWI,19377058,,,,,,1.548,0.03,1.754,,116.959,,,,,0,0,,,,,0,,1.69,1.71,,-3.898,-0.396,503.257,,,,10.838,0.21,,,12.281,,,,,0,0,,,,,,0,,0.2,,,,67.09,1.3,,76.023,,,,,77.411,1.5,,87.719,,-0.02,-1.183,,,,0,0,,0,,,,,10.838,0.21,,,,,,12.281,,,0.03,0,,,1.548,0,,1.754,0,,88.249,9.752,,,,77.411,1.5,,87.719,,,,,8.773,0.17,,9.942,,,,,0,0,,0,
Malawi,2021,MWI,19889742,,,,,,1.508,0.03,2.113,,133.803,,,,,0,0,,,,,0,,1.42,1.42,,-5.161,-0.503,464.983,,,,11.061,0.22,,,15.493,,,,,0,0,,,,,,0,,0.19,,,,50.277,1,,70.423,,,,,60.333,1.2,,84.507,,0,0,,,,0,0,,0,,,,,11.061,0.22,,,,,,15.493,,,0.03,0,,,1.508,0,,2.113,0,,71.394,9.248,,,,60.333,1.2,,84.507,,,,,8.547,0.17,,11.972,,,,,0,0,,0,
Malaysia,2020,MYS,33199988,,22.068,1.662,276.903,9.193,49.096,1.63,0.963,0.769,573.445,17.719,43.362,8677.461,288.092,2536.748,84.22,0,,,,49.743,24.106,167.65,169.31,14.167,-3.679,-45.651,35997.363,,-4.587,-53.071,4179.821,138.77,33246.441,1103.781,81.962,92.358,-3.542,-16.014,436.137,1614.76,53.61,13136.65,-6.821,-52.852,21745.688,721.957,31.664,36.493,97.09,6.594,4.283,73.335,835.542,27.74,2208.874,16.384,6.136,10.903,7.42,91.331,919.88,30.54,2750.921,18.038,7.642,-1.66,-0.99,,,,,,,,,-17.483,-80.419,379.553,28.313,0.94,11432.331,-7.552,-26.842,9897.151,328.585,0.555,31.759,3.653,1.144,,0.746,0.027,34.472,,110.043,0.676,,0.306,5099.701,1195.112,10.903,7.42,91.331,919.88,30.54,2750.921,18.038,7.642,39.627,1.448,5.149,35.241,1.17,155.102,0.691,0.431,,0,0,0,0,0,0,0
Malaysia,2021,MYS,33573872,,38.56,3.545,379.405,12.738,48.848,1.64,0.934,1.001,548.611,-8.902,-25.645,7816.976,262.446,2301.79,77.28,0,,,,43.989,20.627,174.03,175.68,13.807,6.463,77.241,37897.133,,5.865,64.733,4222.033,141.75,34804.273,1168.514,80.686,91.839,13.378,58.347,494.484,1886.884,63.35,14728.241,8.08,58.332,23240.955,780.289,36.06,38.864,96.38,10.636,7.503,80.837,917.082,30.79,2407.75,17.526,6.353,17.598,12.509,103.839,1010.607,33.93,3092.862,19.314,8.161,-1.65,-0.948,,,,,,,,,8.439,32.031,411.584,33.359,1.12,12259.055,-7.824,-25.709,9021.202,302.877,0.638,32.348,3.682,1.153,,0.78,0.029,34.354,,109.666,0.657,,0.289,5232.64,1272.354,17.598,12.509,103.839,1010.607,33.93,3092.862,19.314,8.161,28.288,1.432,6.582,44.678,1.5,196.041,0.854,0.517,,0,0,0,0,0,0,0
Malaysia,2022,MYS,33938216,,9.648,1.229,411.542,13.967,48.323,1.64,0.909,1.04,543.737,-0.724,-1.901,7677.032,260.545,2223.747,75.47,0,,,,41.809,19.393,178.86,180.51,13.436,5.593,71.159,39586.996,,5.605,65.497,4306.06,146.14,36360.508,1234.011,80.96,91.85,-0.134,-0.665,493.819,2024.561,68.71,14550.536,5.663,44.188,24293.451,824.476,38.064,36.756,98.15,5.234,3.921,84.758,905.174,30.72,2497.434,17.018,6.309,6.451,5.662,109.501,1012.723,34.37,3226.491,19.04,8.15,-1.65,-0.923,,,,,,,,,16.537,68.063,479.647,57.752,1.96,14132.938,-1.98,-5.996,8747.669,296.88,1.086,35.701,3.682,1.153,,0,0,33.986,,108.489,0.639,,0.274,5318.783,1343.512,6.451,5.662,109.501,1012.723,34.37,3226.491,19.04,8.15,8.175,0.512,7.094,59.225,2.01,209.026,1.114,0.528,,0,0,0,0,0,0,0
Maldives,2020,MDV,514451,,,,,,0,0,0,,655.738,,,,,0,0,,,,,0,,0.61,0.61,,-4.947,-0.463,17308.588,,,,1107.977,0.57,,,93.443,,,,,0,0,,,,,,0,,0.4,,,,0,0,,0,,,,,77.753,0.04,,6.557,,0,0,,,,0,0,,0,,,,,1107.977,0.57,,,,,,93.443,,,0,0,,,0,0,,0,0,,1185.73,8.904,,,,77.753,0.04,,6.557,,,,,77.753,0.04,,6.557,,,,,0,0,,0,
Maldives,2021,MDV,521469,,,,,,0,0,0,,651.515,,,,,0,0,,,,,0,,0.66,0.66,,3.477,0.31,17669.365,,,,1169.772,0.61,,,92.424,,,,,0,0,,,,,,0,,0.43,,,,0,0,,0,,,,,95.883,0.05,,7.576,,0,0,,,,0,0,,0,,,,,1169.772,0.61,,,,,,92.424,,,0,0,,,0,0,,0,0,,1265.655,9.214,,,,95.883,0.05,,7.576,,,,,95.883,0.05,,7.576,,,,,0,0,,0,
Mali,2020,MLI,21224042,,,,,,8.481,0.18,5.625,,465.625,,,,,0,0,,,,,0,,2.85,3.2,,-4.25,-1.077,1142.883,,,,96.117,2.04,,,63.75,,,,,0,0,,,,,,0,,1.49,,,,44.761,0.95,,29.688,,,,,54.655,1.16,,36.25,,-0.35,-12.281,,,,0,0,,0,,,,,96.117,2.04,,,,,,63.75,,,0.18,0,,,8.481,0,,5.625,0,,150.772,24.257,,,,54.655,1.16,,36.25,,,,,1.413,0.03,,0.938,,,,,0,0,,0,
Mali,2021,MLI,21904990,,,,,,8.674,0.19,5.605,,466.077,,,,,0,0,,,,,0,,3.04,3.39,,5.528,1.341,1168.567,,,,99.064,2.17,,,64.012,,,,,0,0,,,,,,0,,1.58,,,,45.652,1,,29.499,,,,,55.695,1.22,,35.988,,-0.35,-11.513,,,,0,0,,0,,,,,99.064,2.17,,,,,,64.012,,,0.19,0,,,8.674,0,,5.605,0,,154.759,25.597,,,,55.695,1.22,,35.988,,,,,1.37,0.03,,0.885,,,,,0,0,,0,
Malta,2020,MLT,515364,,,,,,19.404,0.01,0.465,,441.86,,,,,0,0,,,,,0,,2.57,2.15,,-7.916,-3.193,72065.461,,,,3686.715,1.9,,,88.372,,,,,3570.292,1.84,,,,,,85.581,,0.95,,,,0,0,,0,,,,,485.094,0.25,,11.628,,0.42,16.342,,,,0,0,,0,,,,,116.423,0.06,,,,,,2.791,,,0.01,0,,,19.404,0,,0.465,0,,4171.809,37.14,,,,485.094,0.25,,11.628,,,,,465.69,0.24,,11.163,,,,,0,0,,0,
Malta,2021,MLT,526751,,,,,,18.984,0.01,0.45,,441.441,,,,,0,0,,,,,0,,2.73,2.22,,5.413,2.011,74324.461,,,,3701.939,1.95,,,87.838,,,,,3626.002,1.91,,,,,,86.036,,0.98,,,,0,0,,0,,,,,512.576,0.27,,12.162,,0.51,18.681,,,,0,0,,0,,,,,75.937,0.04,,,,,,1.802,,,0.01,0,,,18.984,0,,0.45,0,,4214.515,39.15,,,,512.576,0.27,,12.162,,,,,493.592,0.26,,11.712,,,,,0,0,,0,
Malta,2022,MLT,533293,,,,,,18.751,0.01,0.5,,495,,,,,0,0,,,,,0,,2.64,2,,,,,,,,3731.532,1.99,,,99.5,,,,,3637.775,1.94,,,,,,97,,0.99,,,,0,0,,0,,,,,18.751,0.01,,0.5,,0.64,24.242,,,,0,0,,0,,,,,93.757,0.05,,,,,,2.5,,,0.01,0,,,18.751,0,,0.5,0,,3750.284,,,,,18.751,0.01,,0.5,,,,,,,,,,,,,0,0,,0,
Martinique,2020,MTQ,370399,,,,,,,,,,,,,,,,,,,,,,,0,0,,,8.987,24263.932,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,8.987,,,,0,0,,,,,,,0,0,,,,,,,,,,,
Martinique,2021,MTQ,368799,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,24369.199,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,8.987,,,,0,0,,,,,,,0,0,,,,,,,,,,,
Mauritania,2020,MRT,4498605,,,,,,0,0,0,,519.774,,,,,0,0,,,,,0,,1.97,1.77,,-3.923,-0.714,3884.775,,,,286.756,1.29,,,72.881,,,,,0,0,,,,,,0,,0.92,,,,46.681,0.21,,11.864,,,,,106.7,0.48,,27.119,,0.2,10.152,,,,0,0,,0,,,,,286.756,1.29,,,,,,72.881,,,0,0,,,0,0,,0,0,,393.455,17.476,,,,106.7,0.48,,27.119,,,,,31.121,0.14,,7.91,,,,,28.898,0.13,,7.345,
Mauritania,2021,MRT,4614981,,,,,,0,0,0,,526.596,,,,,0,0,,,,,0,,2.08,1.88,,5.327,0.931,3988.532,,,,299.026,1.38,,,73.404,,,,,0,0,,,,,,0,,0.99,,,,45.504,0.21,,11.17,,,,,108.343,0.5,,26.596,,0.2,9.615,,,,0,0,,0,,,,,299.026,1.38,,,,,,73.404,,,0,0,,,0,0,,0,0,,407.369,18.407,,,,108.343,0.5,,26.596,,,,,30.336,0.14,,7.447,,,,,32.503,0.15,,7.979,
Mauritius,2020,MUS,1297830,,,,,,231.155,0.3,10.949,,609.489,,,,,500.836,0.65,,,,,23.723,,2.74,2.74,,-15.491,-4.579,19245.18,,,,1672.022,2.17,,,79.197,,,,,0,0,,,,,,0,,1.67,,,,77.052,0.1,,3.65,,,,,439.195,0.57,,20.803,,0,0,,,,0,0,,0,,,,,1171.186,1.52,,,,,,55.474,,,0.3,0,,,231.155,0,,10.949,0,,2111.216,24.977,,,,439.195,0.57,,20.803,,,,,115.578,0.15,,5.474,,,,,15.41,0.02,,0.73,
Mauritius,2021,MUS,1298922,,,,,,246.358,0.32,11.111,,611.111,,,,,523.511,0.68,,,,,23.611,,2.88,2.88,,2.578,0.644,19724.719,,,,1755.302,2.28,,,79.167,,,,,0,0,,,,,,0,,1.76,,,,76.987,0.1,,3.472,,,,,461.922,0.6,,20.833,,0,0,,,,0,0,,0,,,,,1231.791,1.6,,,,,,55.556,,,0.32,0,,,246.358,0,,11.111,0,,2217.223,25.621,,,,461.922,0.6,,20.833,,,,,123.179,0.16,,5.556,,,,,15.397,0.02,,0.694,
Mexico,2020,MEX,125998296,,9.443,0.255,23.417,2.951,54.525,6.87,2.11,0.143,418.745,-55.795,-83.924,527.713,66.491,146.51,18.46,-16.563,-10.603,423.925,53.414,5.671,3.221,329.53,325.52,15.77,-7.826,-175.25,16382.68,,-10.033,-206.316,1948.122,245.46,14683.13,1850.049,75.406,89.626,1.21,11.297,945.19,1550.18,195.32,7501.612,-3.23,-11.857,2819.505,355.253,60.002,45.79,136.31,14.093,8.51,70.74,212.225,26.74,561.434,8.215,3.427,16.991,31.066,214.14,635.405,80.06,1699.55,24.594,10.374,4.01,1.217,-0.106,-0.134,28.17,86.271,10.87,223.577,3.339,1.365,-13.753,-133.689,838.368,251.432,31.68,6653.804,0.117,1.29,8779.036,1106.144,9.732,40.615,18.945,11.44,4.57,-3.959,-0.541,90.795,36.27,150.362,3.514,1.404,0.918,2583.527,2064.19,20.168,31.2,185.97,549.134,69.19,1475.972,21.255,9.009,58.923,15.323,41.589,89.208,11.24,330.075,3.453,2.015,17.792,7.654,51.745,156.907,19.77,410.684,6.073,2.507
Mexico,2021,MEX,126705136,,-13.96,-0.412,20.036,2.539,53.431,6.77,2.009,0.114,399.852,-17.092,-11.365,435.075,55.126,104.889,13.29,-28.462,-15.202,301.577,38.211,3.944,2.484,339.37,336.95,15.183,7.513,155.077,17515.205,,6.56,121.355,1932.597,244.87,15558.993,1971.404,72.673,88.831,2.977,28.136,973.327,1573.812,199.41,7681.825,8.002,28.428,3028.142,383.681,59.181,43.858,134.73,29.459,20.504,91.244,272.049,34.47,720.129,10.23,4.111,15.647,33.722,247.862,726.727,92.08,1956.213,27.327,11.169,2.42,0.713,6.666,1.768,29.938,90.209,11.43,236.283,3.392,1.349,12.475,104.583,942.951,253.897,32.17,7442.093,1.446,15.992,8856.277,1122.136,9.547,42.489,16.151,11.05,4.28,-13.415,-2.794,87.21,33.779,127.473,3.279,1.27,0.728,2659.324,2219.266,17.034,31.954,217.924,636.517,80.65,1719.929,23.935,9.82,27.528,11.255,52.844,111.756,14.16,417.059,4.202,2.381,6.963,3.401,55.146,165.502,20.97,435.232,6.223,2.485
Mexico,2022,MEX,127504120,,7.245,0.184,21.353,2.723,53.175,6.78,1.94,0.112,421.402,26.6,14.663,547.351,69.79,163.916,20.9,0.062,0.024,299.875,38.235,5.98,2.879,351.92,349.5,14.42,9.214,204.483,19009.186,,10.558,208.141,2031.072,258.97,17093.922,2179.545,74.097,89.925,-0.767,-7.47,965.857,1496.422,190.8,7575.104,5.169,19.832,3164.708,403.513,54.592,39.85,147.28,2.431,1.877,93.121,276.854,35.3,730.338,10.1,3.842,-1.138,-3.658,244.204,710.016,90.53,1915.264,25.903,10.075,2.42,0.688,-9.003,-2.795,27.144,81.252,10.36,212.884,2.964,1.12,21.31,200.947,1143.899,370.733,47.27,8971.466,1.237,13.881,8909.648,1136.017,13.525,47.195,17.999,11.25,4.47,10.359,1.848,88.232,35.058,141.164,3.219,1.279,0.743,2741.088,2423.75,-0.031,-0.863,217.061,628.764,80.17,1702.381,22.938,8.956,-4.562,-2.595,50.249,105.016,13.39,394.095,3.831,2.073,-3.596,-2.177,52.969,158.662,20.23,415.432,5.788,2.185
Micronesia (country),2020,FSM,112119,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,0.002,6445.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia (country),2021,FSM,113143,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6387.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,2020,MDA,3084848,,,,,,3.242,0.01,0.162,,644.013,,,,,1092.436,3.37,,,,,54.531,,6.35,6.18,,-3.868,-1.622,13070.765,,,,1893.124,5.84,,,94.498,,,,,800.688,2.47,,,,,,39.968,,3.98,,,,90.766,0.28,,4.531,,,,,110.216,0.34,,5.502,,0.17,2.677,,,,0,0,,0,,,,,0,0,,,,,,0,,,0.01,0,,,3.242,0,,0.162,0,,2003.34,40.321,,,,110.216,0.34,,5.502,,,,,0,0,,0,,,,,16.208,0.05,,0.809,
Moldova,2021,MDA,3061509,,,,,,3.266,0.01,0.15,,638.138,,,,,1175.891,3.6,,,,,54.054,,10.09,6.66,,21.533,8.682,16006.373,,,,2038.211,6.24,,,93.694,,,,,862.32,2.64,,,,,,39.64,,4.25,,,,104.524,0.32,,4.805,,,,,137.187,0.42,,6.306,,3.43,33.994,,,,0,0,,0,,,,,0,0,,,,,,0,,,0.01,0,,,3.266,0,,0.15,0,,2175.398,49.004,,,,137.187,0.42,,6.306,,,,,3.266,0.01,,0.15,,,,,26.131,0.08,,1.201,
Moldova,2022,MDA,3272993,,,,,,3.055,0.01,0.186,,678.439,,,,,1099.911,3.6,,,,,66.914,,9.59,5.38,,,,,,,,1530.709,5.01,,,93.123,,,,,430.798,1.41,,,,,,26.208,,3.65,,,,82.493,0.27,,5.019,,,,,113.046,0.37,,6.877,,4.21,43.9,,,,0,0,,0,,,,,0,0,,,,,,0,,,0.01,0,,,3.055,0,,0.186,0,,1643.755,,,,,113.046,0.37,,6.877,,,,,3.055,0.01,,0.186,,,,,24.442,0.08,,1.487,
Mongolia,2020,MNG,3294340,,,,,,0,0,0,,739.583,,,,,1833.448,6.04,-24.593,-74.347,69197.164,227.959,89.881,,8.36,6.72,,-14.466,-11.353,20376.916,,,,1833.448,6.04,,,89.881,,,,,0,0,,,,,,0,,4.97,,,,24.284,0.08,,1.19,,,,,206.415,0.68,,10.119,,1.64,19.617,,,,0,0,,0,,,,,0,0,,0,,,,0,,,0,0,,,0,0,,0,0,,2039.862,67.128,,,,206.415,0.68,,10.119,,,,,36.426,0.12,,1.786,,,,,145.704,0.48,,7.143,
Mongolia,2021,MNG,3347782,,,,,,0,0,0,,741.573,,,,,1917.688,6.42,-24.981,-56.946,51082.605,171.013,90.169,,8.75,7.12,,11.75,7.888,22407.674,,,,1917.688,6.42,,,90.169,,,,,0,0,,,,,,0,,5.28,,,,23.896,0.08,,1.124,,,,,209.094,0.7,,9.831,,1.63,18.629,,,,0,0,,0,,,,,0,0,,0,,,,0,,,0,0,,,0,0,,0,0,,2126.781,75.016,,,,209.094,0.7,,9.831,,,,,41.819,0.14,,1.966,,,,,143.379,0.48,,6.742,
Mongolia,2022,MNG,3398373,,,,,,0,0,0,,749.656,,,,,1950.934,6.63,21.729,37.16,61256.816,208.174,91.197,,8.9,7.27,,,,,,,,1950.934,6.63,,,91.197,,,,,0,0,,,,,,0,,5.45,,,,23.541,0.08,,1.1,,,,,188.325,0.64,,8.803,,1.63,18.315,,,,0,0,,0,,,,,0,0,,0,,,,0,,,0,0,,,0,0,,0,0,,2139.259,,,,,188.325,0.64,,8.803,,,,,41.196,0.14,,1.926,,,,,123.589,0.42,,5.777,
Montenegro,2020,MNE,629058,,,,,,0,0,0,,401.18,,,,,2575.279,1.62,,,,,47.788,,3.47,3.39,,-12.495,-1.612,17942.342,,,,2575.279,1.62,,,47.788,,,,,0,0,,,,,,0,,1.36,,,,2305.034,1.45,,42.773,,,,,2813.731,1.77,,52.212,,0.08,2.305,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,5389.01,11.287,,,,2813.731,1.77,,52.212,,,,,0,0,,0,,,,,508.697,0.32,,9.44,
Montenegro,2021,MNE,627856,,,,,,0,0,0,,326.26,,,,,2293.52,1.44,,,,,38.196,,3.6,3.77,,5.36,0.605,18940.291,,,,2293.52,1.44,,,38.196,,,,,0,0,,,,,,0,,1.23,,,,3201.371,2.01,,53.316,,,,,3711.042,2.33,,61.804,,-0.17,-4.722,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,6004.562,11.892,,,,3711.042,2.33,,61.804,,,,,0,0,,0,,,,,509.671,0.32,,8.488,
Montenegro,2022,MNE,627082,,,,,,0,0,0,,399.381,,,,,2455.819,1.54,,,,,47.678,,3.37,3.23,,,,,,,,2455.819,1.54,,,47.678,,,,,0,0,,,,,,0,,1.29,,,,2184.722,1.37,,42.415,,,,,2695.022,1.69,,52.322,,0.14,4.154,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,5150.842,,,,,2695.022,1.69,,52.322,,,,,0,0,,0,,,,,510.3,0.32,,9.907,
Montserrat,2020,MSR,4526,,,,,,0,0,0,,1000,,,,,0,0,,,,,0,,0.01,0.01,,-15.811,-0.022,25413.51,,,,2209.457,0.01,,,100,,,,,0,0,,,,,,0,,0.01,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,2209.457,0.01,,,,,,100,,,0,0,,,0,0,,0,0,,2209.457,0.115,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Montserrat,2021,MSR,4438,,,,,,0,0,0,,1000,,,,,0,0,,,,,0,,0.01,0.01,,6.432,0.007,27584.43,,,,2253.267,0.01,,,100,,,,,0,0,,,,,,0,,0.01,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,2253.267,0.01,,,,,,100,,,0,0,,,0,0,,0,0,,2253.267,0.122,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Morocco,2020,MAR,36688768,,,,,,1.09,0.04,0.104,,621.157,0.402,0.312,2120.52,77.799,616.265,22.61,,,,,58.911,32.367,38.61,38.38,15.967,-8.898,-23.478,6551.416,,-8.987,-21.923,854.758,31.36,6051.812,222.034,81.709,92.374,-22.319,-2.26,7.867,125.924,4.62,214.415,,,,,12.038,3.273,23.84,-31.292,-1.05,2.279,23.713,0.87,62.108,2.267,0.948,-7.478,-1.554,18.33,191.339,7.02,499.603,18.291,7.626,0.23,0.596,,,,0,0,,0,,-12.776,-19.975,136.368,112.569,4.13,3716.877,,,,,10.761,56.734,0,0.04,0,,0,1.09,0,0,0.104,0,0,1046.097,240.363,-7.478,-1.554,18.33,191.339,7.02,499.603,18.291,7.626,-3.897,-0.177,3.992,41.43,1.52,108.794,3.96,1.661,-2.283,-0.327,12.06,125.106,4.59,328.701,11.959,5.017
Morocco,2021,MAR,37076588,,,,,,1.079,0.04,0.097,,610.412,9.793,7.619,2303.822,85.418,644.072,23.88,,,,,57.821,31.835,42.27,41.3,15.392,11.628,27.949,7236.71,,11.716,26.012,893.286,33.12,6690.095,248.046,80.194,92.447,0.412,0.032,7.899,131.619,4.88,213.046,,,,,11.816,2.944,25.21,-5.686,-0.137,2.141,32.635,1.21,57.752,2.93,0.798,10.973,1.937,20.267,220.624,8.18,546.616,19.806,7.553,0.97,2.295,,,,0,0,,0,,13.465,18.361,154.729,117.594,4.36,4173.228,,,,,10.557,57.667,0,0.04,0,,0,1.079,0,0,0.097,0,0,1113.911,268.313,10.973,1.937,20.267,220.624,8.18,546.616,19.806,7.553,19.764,0.771,4.763,49.088,1.82,128.461,4.407,1.775,11.211,1.303,13.363,137.823,5.11,360.403,12.373,4.98
